REFSIGPAC,IDUSO25,SUPERFICIE_m2,mean_result,n_cells
2323000225001,TA,6634.3,0.0,10
2323000226001,TA,1751.76,0.0,3
2323000227001,TA,3130.71,0.0,4
2323000229001,TA,5294.86,0.0,8
2323000230001,TA,4390.02,0.0,7
2323000232001,TA,33940.24,0.0,55
2323000233001,TA,5015.22,0.0,8
2323000234001,TA,2770.48,0.0,4
2323000235001,TA,2706.24,0.0,4
2323000236001,TA,2743.65,0.0,6
2323000237001,TA,2563.08,0.0,3
2323000238001,TA,3228.41,0.0,5
2323000239001,TA,15674.65,0.0,24
2323000240001,TA,2338.43,0.0,3
2323000241001,TA,3751.04,0.0,7
2323000242001,TA,3269.37,0.0,5
2323000243001,TA,9485.91,0.0,15
2323000244001,TA,677.31,0.0,1
2323000245001,TA,23487.74,0.0,33
2323000246001,TA,7639.2,0.0,13
2323000247001,TA,24935.38,0.0,40
2323000252001,TA,20854.97,0.0,32
2323000253001,TA,5005.22,0.0,8
2323000254001,TA,3976.78,0.0,5
2323000255001,TA,4042.3,0.0,6
2323000256001,TA,2804.06,0.0,5
2323000257001,TA,9786.5,0.0,16
2323000258001,TA,8834.86,0.0,14
2323000263001,TA,15360.97,0.0,24
2323000266001,TA,8770.5,0.0,14
2323000276001,TA,6669.26,0.0,11
2323000278001,TA,875.61,0.0,1
2323000279001,TA,6235.44,0.0,11
2323000289001,TA,4066.39,0.0,9
2323000290001,TA,3707.97,0.0,6
2323000291001,TA,5409.35,0.0,8
2323000292001,TA,3261.74,0.0,4
2323000293001,TA,4374.81,0.0,6
2323000294001,TA,6546.07,0.0,10
2323000295001,TA,2814.84,0.0,6
2323000304001,TA,3200.64,0.0,5
2323000305001,TA,3118.67,0.0,3
2323000306001,TA,12413.54,0.0,20
2323000307001,TA,2677.94,0.0,3
2323000313001,TA,15097.04,0.0,25
2323000314001,TA,8112.55,0.0,4
2323000319001,TA,1149.24,0.0,3
2323000320001,TA,1692.77,0.0,2
2323000321001,TA,819.62,0.0,1
2323000322001,TA,3627.98,0.0,5
2323000323001,TA,3046.94,0.0,6
2323000324001,TA,7694.49,0.0,10
2323000325001,TA,1734.1,0.0,3
2323000326001,TA,3933.04,0.0,6
2323000328001,TA,13077.54,0.0,23
2323000329001,TA,4723.35,0.0,9
2323000330001,TA,2479.43,0.0,4
2323000331001,TA,1031.95,0.0,2
2323000331002,TA,1082.31,0.0,1
2323000332001,TA,1349.96,0.0,3
2323000333001,TA,1254.26,0.0,2
2323000335001,TA,4049.02,0.0,7
2323000336001,TA,1987.09,0.0,2
2323000337001,TA,2164.67,0.0,2
2323000338001,TA,2233.44,0.0,4
2323000339001,TA,2600.44,0.0,5
2323000342001,TA,11105.55,0.0,17
2323000343001,TA,12325.52,0.0,18
2323000347001,TA,9198.31,0.0,12
2323000349001,TA,17209.05,0.0,28
2323000350001,TA,43800.42,0.0,67
2323000354001,TA,5561.44,0.0,9
2323000355001,TA,6321.03,0.0,11
2323000356001,TA,32790.61,0.0,52
2323000358001,TA,66294.87,0.0,107
2323000359001,TA,102344.37,0.0,163
2323000360001,TA,7349.73,0.0,11
2323000361001,TA,9208.0,0.0,13
2323000421001,TA,6377.21,0.0,11
2323000422001,TA,10300.45,0.0,15
2323000424001,TA,17041.04,0.0,27
2323000426001,TA,2098.5,0.0,3
2323000427001,TA,2100.31,0.0,4
2323100003001,TA,1247.96,0.0,3
2323100007001,TA,7484.5,0.0,12
2323100008001,TA,2966.78,0.0,4
2323100009003,TA,2874.37,0.0,3
2323100009004,TA,1784.45,0.0,2
2323100009005,TA,2704.23,0.0,6
2323100010001,TA,1197.29,0.0,2
2323100015001,TA,3559.2,0.0,6
2323100020001,TA,1831.15,0.0,3
2323100021001,TA,537.78,0.0,1
2323100024001,TA,2723.96,0.0,5
2323100025001,TA,117357.12,0.0,188
2323100025006,TA,323.48,0.0,2
2323100026001,TA,1939.77,0.0,3
2323100027001,TA,469.28,0.0,1
2323100028001,TA,3397.6,0.0,7
2323100029001,TA,9264.75,0.0,15
2323100030001,TA,2384.87,0.0,3
2323100031001,TA,2123.97,0.0,4
2323100032001,TA,3529.33,0.0,5
2323100033001,TA,1113.36,0.0,2
2323100036001,TA,1718.39,0.0,3
2323100037001,TA,12762.01,0.0,21
2323100038001,TA,7528.72,0.0,11
2323100039001,TA,2406.12,0.0,3
2323100040001,TA,42600.42,0.0,66
2323100041001,TA,12381.45,0.0,21
2323100042001,TA,4442.74,0.0,8
2323100043001,TA,4406.11,0.0,6
2323100044001,TA,4482.41,0.0,7
2323100045001,TA,5245.76,0.0,9
2323100046001,TA,3835.16,0.0,6
2323100047001,TA,9143.3,0.0,13
2323100048001,TA,2018.69,0.0,5
2323100050001,TA,451.35,0.0,1
2323100051001,TA,4629.04,0.0,6
2323100053001,TA,5630.87,0.0,9
2323100054001,TA,4096.11,0.0,8
2323100056001,TA,1979.41,0.0,3
2323100057001,TA,2937.75,0.0,3
2323100058001,TA,4160.84,0.0,6
2323100059001,TA,4232.0,0.0,7
2323100060001,TA,4473.8,0.0,8
2323100061001,TA,2289.77,0.0,4
2323100062001,TA,5798.25,0.0,8
2323100063001,TA,7961.31,0.0,13
2323100064001,TA,9022.58,0.0,14
2323100065001,TA,3710.55,0.0,7
2323100066001,TA,2448.4,0.0,3
2323100068001,TA,5061.14,0.0,8
2323100073001,TA,1779.44,0.0,4
2323100075001,TA,1216.34,0.0,2
2323100076001,TA,2319.99,0.0,5
2323100077001,TA,2047.72,0.0,4
2323100088001,TA,22978.41,0.0,37
2323100090001,TA,4199.02,0.0,6
2323100480001,TA,3636.63,0.0,5
2323100481001,TA,9647.82,0.0,16
2323100482001,TA,2426.14,0.0,4
2323100483001,TA,5293.37,0.0,9
2323100486001,TA,19402.17,0.0,31
2323100487001,TA,12177.51,0.0,20
2323200017001,TA,7051.38,0.0,11
2323200018001,TA,1595.59,0.0,2
2323200019001,TA,1932.96,0.0,4
2323200020001,TA,28260.19,0.0,46
2323200021001,TA,1265.07,0.0,2
2323200021002,TA,441.52,0.0,1
2323200022001,TA,1220.36,0.0,2
2323200023001,TA,6422.63,0.0,11
2323200025001,TA,2318.19,0.0,4
2323200027001,TA,2672.55,0.0,4
2323200028001,TA,3642.62,0.0,6
2323200029001,TA,10614.7,0.0,16
2323200030001,TA,2303.44,0.0,4
2323200031001,TA,6970.58,0.0,11
2323200032001,TA,5044.14,0.0,9
2323200033001,TA,4704.19,0.0,7
2323200034001,TA,2741.34,0.0,4
2323200035001,TA,31543.0,0.0,50
2323200036001,TA,1174.55,0.0,2
2323200037001,TA,4511.24,0.0,6
2323200038001,TA,5112.16,0.0,8
2323200039001,TA,1870.47,0.0,3
2323200039002,TA,2258.42,0.0,3
2323200041001,TA,5922.89,0.0,10
2323200042001,TA,3487.7,0.0,7
2323200043001,TA,806.9,0.0,1
2323200044001,TA,2999.39,0.0,5
2323200045001,TA,2627.03,0.0,3
2323200046001,TA,809.03,0.0,3
2323200047001,TA,982.68,0.0,2
2323200051001,TA,4482.1,0.0,6
2323200052002,TA,608.65,0.0,1
2323200064001,TA,10614.45,0.0,18
2323200065001,TA,10243.07,0.0,16
2323200066001,TA,4542.29,0.0,8
2323200067001,TA,3084.73,0.0,6
2323200068001,TA,2129.61,0.0,3
2323200069001,TA,1540.7,0.0,3
2323200070001,TA,4175.96,0.0,6
2323200072001,TA,872.39,0.0,1
2323200073001,TA,846.54,0.0,2
2323200073005,TA,374.99,0.0,1
2323200074001,TA,2881.16,0.0,5
2323200075001,TA,1737.15,0.0,2
2323200077001,TA,902.35,0.0,1
2323200078001,TA,7318.95,0.0,10
2323200079001,TA,12657.28,0.0,20
2323200080004,TA,517.56,0.0,2
2323200081001,TA,605.08,0.0,1
2323200082001,TA,774.99,0.0,1
2323200083003,TA,61.12,0.0,1
2323200084001,TA,1480.48,0.0,2
2323200085001,TA,4530.82,0.0,8
2323200094001,TA,14874.43,0.0,24
2323200096001,TA,8293.55,0.0,13
2323200098001,TA,3108.68,0.0,4
2323200099001,TA,1350.71,0.0,2
2323200100001,TA,6221.31,0.0,10
2323200101001,TA,2529.27,0.0,4
2323200102001,TA,1771.12,0.0,3
2323200105001,TA,2635.63,0.0,4
2323200106001,TA,3031.22,0.0,4
2323200107001,TA,6612.85,0.0,10
2323200108001,TA,3697.93,0.0,8
2323200109001,TA,37948.23,0.0,63
2323200110004,TA,13407.74,0.0,22
2323200111001,TA,6142.17,0.0,10
2323200112001,TA,2607.68,0.0,4
2323200113001,TA,1277.52,0.0,1
2323200115001,TA,3029.43,0.0,6
2323200116001,TA,1874.52,0.0,2
2323200117001,TA,6724.01,0.0,10
2323200118002,TA,409.23,0.0,1
2323200119001,TA,2671.4,0.0,4
2323200120001,TA,5642.16,0.0,11
2323200128002,TA,4694.8,0.0,7
2323200130001,TA,1248.54,0.0,3
2323200131001,TA,3607.94,0.0,6
2323200132001,TA,1469.59,0.0,2
2323200133001,TA,6172.62,0.0,10
2323200134002,TA,439.29,0.0,1
2323200135001,TA,12014.86,0.0,19
2323200136001,TA,8782.16,0.0,14
2323200137001,TA,757.06,0.0,2
2323200138001,TA,2952.73,0.0,5
2323200139001,TA,3381.31,0.0,6
2323200140001,TA,588.02,0.0,1
2323200141001,TA,1272.52,0.0,2
2323200142001,TA,8421.65,0.0,15
2323200143001,TA,1543.29,0.0,2
2323200144001,TA,4295.48,0.0,9
2323200146001,TA,1938.17,0.0,3
2323200149001,TA,2403.34,0.0,3
2323200150001,TA,1157.19,0.0,3
2323200150006,TA,150.54,0.0,1
2323200151001,TA,1845.96,0.0,1
2323200152001,TA,13347.36,0.0,21
2323200152002,TA,899.3,0.0,3
2323200153001,TA,14965.2,0.0,24
2323200154001,TA,3353.84,0.0,5
2323200155001,TA,3288.8,0.0,5
2323200158001,TA,14566.04,0.0,22
2323200159001,TA,5679.74,0.0,9
2323200160001,TA,2481.56,0.0,3
2323200161001,TA,2769.8,0.0,4
2323200162001,TA,7929.0,0.0,13
2323200163001,TA,12004.34,0.0,19
2323200164001,TA,16400.84,0.0,28
2323200165001,TA,1394.92,0.0,2
2323200167001,TA,4364.36,0.0,7
2323200168001,TA,2714.2,0.0,5
2323200168006,TA,877.49,0.0,1
2323200169001,TA,2128.5,0.0,3
2323200171001,TA,4411.87,0.0,6
2323200172001,TA,6873.59,0.0,12
2323200173001,TA,4716.48,0.0,7
2323200176001,TA,2459.4,0.0,4
2323200177001,TA,3160.58,0.0,5
2323200180001,TA,1168.29,0.0,2
2323200181001,TA,10670.01,0.0,17
2323200182001,TA,25049.77,0.0,38
2323200183001,TA,2617.09,0.0,5
2323200184001,TA,4998.06,0.0,8
2323200185001,TA,15675.58,0.0,25
2323200186001,TA,5100.66,0.0,6
2323200187001,TA,13527.81,0.0,23
2323200188001,TA,9226.22,0.0,14
2323200189001,TA,6658.94,0.0,10
2323200190001,TA,16282.25,0.0,27
2323200191001,TA,403.89,0.0,1
2323200194001,TA,13451.04,0.0,22
2323200194003,TA,2497.59,0.0,4
2323200195001,TA,4268.9,0.0,7
2323200196001,TA,4614.88,0.0,7
2323200197001,TA,4456.68,0.0,8
2323200198001,TA,5184.21,0.0,7
2323200198003,TA,6545.57,0.0,11
2323200199001,TA,4272.58,0.0,7
2323200200001,TA,11544.77,0.0,17
2323200201001,TA,5604.03,0.0,9
2323200202001,TA,5390.27,0.0,9
2323200203001,TA,5775.07,0.0,10
2323200205001,TA,10065.41,0.0,15
2323200206001,TA,5004.6,0.0,7
2323200207001,TA,13954.05,0.0,23
2323200208001,TA,28393.25,0.0,45
2323200209001,TA,6100.63,0.0,9
2323200211001,TA,2114.16,0.0,3
2323200212001,TA,16969.56,0.0,28
2323200213001,TA,1739.28,0.0,2
2323200214001,TA,2149.5,0.0,4
2323200216001,TA,595.43,0.0,1
2323200218001,TA,313.6,0.0,1
2323200219001,TA,8219.32,0.0,15
2323200224001,TA,1623.06,0.0,2
2323200225001,TA,3886.94,0.0,6
2323200226001,TA,5618.26,0.0,9
2323200226002,TA,379.79,0.0,1
2323200228001,TA,756.76,0.0,2
2323200229002,TA,4309.26,0.0,7
2323200232001,TA,9456.5,0.0,15
2323200232002,TA,533.56,0.0,1
2323200233001,TA,13435.04,0.0,22
2323200234001,TA,2055.21,0.0,3
2323200237001,TA,3320.58,0.0,5
2323200240001,TA,3776.31,0.0,6
2323200243001,TA,1114.46,0.0,2
2323200245001,TA,2406.17,0.0,4
2323200246001,TA,948.46,0.0,1
2323200248001,TA,1286.51,0.0,2
2323200249001,TA,7074.95,0.0,9
2323200250001,TA,6040.15,0.0,10
2323200256001,TA,3955.04,0.0,5
2323200256002,TA,1473.21,0.0,3
2323200257001,TA,4203.7,0.0,7
2323200259001,TA,770.67,0.0,1
2323200282001,TA,6490.22,0.0,12
2323200283001,TA,5993.58,0.0,9
2323200340001,TA,3461.8,0.0,4
2323200341001,TA,4769.78,0.0,8
2323200343001,TA,1521.31,0.0,3
2323200344001,TA,11288.89,0.0,18
2323200351001,TA,6265.3,0.0,6
2323200352001,TA,2126.31,0.0,4
2323300003001,TA,739.23,0.0,1
2323300003002,TA,4779.04,0.0,9
2323300004001,TA,2016.05,0.0,4
2323300005002,TA,7529.16,0.0,12
2323300006002,TA,1784.97,0.0,4
2323300007002,TA,4695.95,0.0,8
2323300008001,TA,1551.79,0.0,2
2323300009001,TA,1631.63,0.0,3
2323300010004,TA,1393.36,0.0,2
2323300011001,TA,6425.47,0.0,10
2323300012003,TA,715.48,0.0,2
2323300013001,TA,14602.75,0.0,25
2323300016001,TA,2941.86,0.0,5
2323300017001,TA,552.95,0.0,1
2323300018001,TA,6244.19,0.0,9
2323300019001,TA,4185.37,0.0,6
2323300020001,TA,3730.68,0.0,7
2323300021001,TA,3347.85,0.0,5
2323300022001,TA,4241.91,0.0,6
2323300023001,TA,3774.97,0.0,7
2323300025001,TA,6148.37,0.0,10
2323300026001,TA,5964.33,0.0,10
2323300027002,TA,2155.38,0.0,3
2323300028001,TA,707.45,0.0,1
2323300029001,TA,928.11,0.0,2
2323300030001,TA,1484.22,0.0,3
2323300031001,TA,1442.61,0.0,2
2323300032001,TA,846.11,0.0,2
2323300033001,TA,6912.02,0.0,12
2323300034001,TA,16600.78,0.0,27
2323300034003,TA,337.6,0.0,1
2323300035001,TA,5103.74,0.0,8
2323300036001,TA,2811.17,0.0,4
2323300038001,TA,1483.26,0.0,3
2323300039001,TA,2250.8,0.0,4
2323300040001,TA,5568.55,0.0,9
2323300041001,TA,1740.64,0.0,3
2323300042001,TA,2638.36,0.0,6
2323300045001,TA,1523.54,0.0,3
2323300046001,TA,1112.31,0.0,2
2323300047001,TA,4321.47,0.0,6
2323300048001,TA,1658.85,0.0,3
2323300050001,TA,6037.75,0.0,8
2323300051001,TA,2993.32,0.0,4
2323300052001,TA,3676.81,0.0,9
2323300053001,TA,21680.98,0.0,32
2323300054001,TA,2982.88,0.0,6
2323300055001,TA,6394.0,0.0,11
2323300056001,TA,5982.71,0.0,10
2323300057001,TA,3353.62,0.0,6
2323300058001,TA,2805.11,0.0,4
2323300059001,TA,1331.69,0.0,2
2323300060001,TA,4259.16,0.0,7
2323300061001,TA,786.01,0.0,2
2323300064001,TA,3037.4,0.0,5
2323300067001,TA,2148.34,0.0,3
2323300068001,TA,1579.34,0.0,3
2323300069001,TA,2504.73,0.0,4
2323300070001,TA,2457.55,0.0,3
2323300071001,TA,3192.72,0.0,6
2323300072001,TA,6791.64,0.0,10
2323300073001,TA,5519.36,0.0,8
2323300074001,TA,6580.49,0.0,11
2323300076001,TA,4570.77,0.0,7
2323300077001,TA,2769.12,0.0,6
2323300078001,TA,16188.18,0.0,28
2323300081001,TA,6861.69,0.0,10
2323300082001,TA,2464.13,0.0,3
2323300084001,TA,872.55,0.0,1
2323300085001,TA,1042.46,0.0,2
2323300086001,TA,9000.45,0.0,14
2323300087001,TA,3618.93,0.0,6
2323300089001,TA,14551.49,0.0,22
2323300091001,TA,2750.85,0.0,5
2323300092001,TA,4591.63,0.0,6
2323300093001,TA,3368.17,0.0,6
2323300094001,TA,1244.65,0.0,2
2323300095001,TA,2495.55,0.0,4
2323300096001,TA,2686.84,0.0,4
2323300097001,TA,4312.88,0.0,7
2323300098001,TA,22487.57,0.0,36
2323300099001,TA,8580.19,0.0,13
2323300100001,TA,8654.65,0.0,13
2323300102001,TA,7818.77,0.0,12
2323300103001,TA,14468.04,0.0,25
2323300108001,TA,1257.03,0.0,2
2323300111001,TA,2827.0,0.0,4
2323300112001,TA,1496.16,0.0,3
2323300114001,TA,844.97,0.0,2
2323300116001,TA,1036.26,0.0,2
2323300118001,TA,1955.48,0.0,3
2323300119001,TA,1625.53,0.0,2
2323300120001,TA,16490.46,0.0,26
2323300121001,TA,17331.23,0.0,27
2323300123001,TA,3420.19,0.0,6
2323300125001,TA,884.6,0.0,1
2323300126001,TA,18484.35,0.0,29
2323300128001,TA,6415.92,0.0,11
2323300129001,TA,348.08,0.0,1
2323300131001,TA,6924.62,0.0,11
2323300132001,TA,2528.91,0.0,4
2323300133001,TA,2821.64,0.0,4
2323300135001,TA,8850.59,0.0,13
2323300136001,TA,1284.62,0.0,3
2323300141001,TA,1140.72,0.0,1
2323300142001,TA,2403.47,0.0,4
2323300143001,TA,1289.46,0.0,2
2323300144001,TA,2647.89,0.0,5
2323300144006,TA,1304.15,0.0,2
2323300144009,TA,1800.02,0.0,1
2323300145001,TA,34554.99,0.0,52
2323300146001,TA,7833.72,0.0,12
2323300149001,TA,6016.87,0.0,9
2323300150001,TA,3918.35,0.0,6
2323300151001,TA,7659.67,0.0,13
2323300152001,TA,20194.7,0.0,32
2323300153001,TA,5504.29,0.0,9
2323300154001,TA,5859.41,0.0,11
2323300155001,TA,2376.31,0.0,5
2323300156001,TA,992.8,0.0,1
2323300157001,TA,3534.52,0.0,6
2323300158001,TA,12509.19,0.0,18
2323300160001,TA,5913.36,0.0,10
2323300161003,TA,552.3,0.0,1
2323300165001,TA,470.44,0.0,1
2323300171001,TA,1671.76,0.0,2
2323300172001,TA,8375.14,0.0,13
2323300175001,TA,9673.76,0.0,14
2323300176001,TA,5359.56,0.0,8
2323300177001,TA,3012.65,0.0,6
2323300180001,TA,1730.51,0.0,4
2323300181001,TA,1059.81,0.0,1
2323300185001,TA,6765.71,0.0,12
2323300191001,TA,712.54,0.0,2
2323300192001,TA,984.06,0.0,2
2323300193001,TA,3254.08,0.0,5
2323300194001,TA,3713.59,0.0,5
2323300195001,TA,1478.15,0.0,2
2323300196001,TA,3694.7,0.0,5
2323300197001,TA,2754.47,0.0,5
2323300198001,TA,382.35,0.0,1
2323300199001,TA,2232.68,0.0,2
2323300200001,TA,4705.97,0.0,10
2323300202001,TA,1168.98,0.0,2
2323300203001,TA,6915.79,0.0,9
2323300204001,TA,3810.91,0.0,6
2323300205001,TA,9875.06,0.0,15
2323300206001,TA,1164.33,0.0,2
2323300207001,TA,4412.92,0.0,7
2323300207005,TA,3879.97,0.0,6
2323300208001,TA,1342.9,0.0,2
2323300210001,TA,13268.78,0.0,23
2323300211001,TA,1126.02,0.0,2
2323300213001,TA,899.36,0.0,2
2323300214001,TA,1339.74,0.0,2
2323300214003,TA,799.78,0.0,1
2323300218001,TA,2296.97,0.0,4
2323300219001,TA,1915.74,0.0,3
2323300220001,TA,1232.92,0.0,2
2323300221001,TA,3440.65,0.0,6
2323300235001,TA,10532.41,0.0,17
2323300237001,TA,1256.58,0.0,3
2323300242001,TA,3908.6,0.0,6
2323300249001,TA,462.34,0.0,1
2323300250001,TA,1290.45,0.0,2
2323300255001,TA,1292.35,0.0,2
2323300256001,TA,1540.19,0.0,2
2323300303001,TA,1553.73,0.0,3
2323300308001,TA,2839.86,0.0,5
2323300310001,TA,5676.93,0.0,6
2323300311001,TA,11343.83,0.0,19
2323300322001,TA,1667.15,0.0,3
2323400004001,TA,9683.6,0.0,15
2323400006001,TA,6976.33,0.0,11
2323400008001,TA,12939.85,0.0,21
2323400009001,TA,6307.48,0.0,11
2323400010001,TA,12098.49,0.0,20
2323400015001,TA,1443.41,0.0,3
2323400017001,TA,1094.63,0.0,2
2323400019001,TA,6205.82,0.0,9
2323400020001,TA,6267.6,0.0,12
2323400021001,TA,8188.69,0.0,13
2323400023002,TA,1448.37,0.0,2
2323400024001,TA,5758.14,0.0,9
2323400026001,TA,4203.01,0.0,7
2323400027001,TA,7479.34,0.0,13
2323400028001,TA,3523.29,0.0,5
2323400029001,TA,12125.21,0.0,20
2323400030001,TA,7041.57,0.0,10
2323400033001,TA,5679.19,0.0,8
2323400033002,TA,4431.2,0.0,7
2323400034001,TA,2874.73,0.0,4
2323400035001,TA,3133.46,0.0,6
2323400037001,TA,8607.85,0.0,14
2323400038001,TA,4747.92,0.0,7
2323400039001,TA,4984.2,0.0,8
2323400040001,TA,5803.3,0.0,10
2323400041001,TA,5892.42,0.0,9
2323400042001,TA,13030.48,0.0,21
2323400043001,TA,6694.63,0.0,11
2323400044001,TA,2573.01,0.0,3
2323400045001,TA,4408.4,0.0,7
2323400046001,TA,6684.79,0.0,10
2323400047001,TA,5347.43,0.0,9
2323400048001,TA,2532.48,0.0,5
2323400049001,TA,20633.44,0.0,33
2323400051001,TA,1113.14,0.0,1
2323400052001,TA,794.44,0.0,1
2323400053001,TA,841.25,0.0,2
2323400054003,TA,865.11,0.0,1
2323400057001,TA,5138.26,0.0,7
2323400058001,TA,8244.45,0.0,14
2323400059001,TA,3333.38,0.0,6
2323400060001,TA,19214.68,0.0,31
2323400061001,TA,4268.45,0.0,6
2323400062001,TA,986.16,0.0,1
2323400063001,TA,1941.68,0.0,1
2323400065001,TA,4890.99,0.0,8
2323400066001,TA,2511.26,0.0,4
2323400067001,TA,4978.36,0.0,7
2323400068001,TA,6444.49,0.0,11
2323400069001,TA,5866.53,0.0,10
2323400070001,TA,6515.4,0.0,8
2323400071001,TA,6807.88,0.0,10
2323400072001,TA,2757.1,0.0,5
2323400073001,TA,7262.74,0.0,14
2323400074001,TA,4720.83,0.0,6
2323400075001,TA,4553.35,0.0,9
2323400076001,TA,740.21,0.0,2
2323400078001,TA,10684.96,0.0,18
2323400080001,TA,1276.19,0.0,2
2323400081001,TA,3403.89,0.0,5
2323400083001,TA,21637.47,0.0,35
2323400083002,TA,4415.15,0.0,9
2323400084001,TA,2173.95,0.0,3
2323400086001,TA,6785.91,0.0,12
2323400087001,TA,9195.47,0.0,14
2323400088001,TA,251.62,0.0,1
2323400089001,TA,4292.52,0.0,5
2323400089002,TA,757.72,0.0,2
2323400090001,TA,2796.48,0.0,7
2323400091001,TA,3096.99,0.0,4
2323400092001,TA,3385.29,0.0,5
2323400094001,TA,5948.81,0.0,9
2323400094002,TA,1351.52,0.0,2
2323400095001,TA,8987.83,0.0,14
2323400096001,TA,80069.15,0.0,131
2323400098001,TA,3234.16,0.0,5
2323400099001,TA,5245.52,0.0,8
2323400100001,TA,2188.48,0.0,4
2323400101001,TA,4779.48,0.0,9
2323400102001,TA,2307.47,0.0,4
2323400103001,TA,5952.78,0.0,10
2323400104001,TA,3196.91,0.0,4
2323400105001,TA,5458.47,0.0,9
2323400106001,TA,11067.85,0.0,20
2323400109001,TA,2525.59,0.0,3
2323400110001,TA,4066.66,0.0,5
2323400110003,TA,1498.34,0.0,2
2323400111001,TA,10563.72,0.0,17
2323400113001,TA,4298.26,0.0,5
2323400114001,TA,9524.64,0.0,16
2323400115001,TA,5804.94,0.0,8
2323400116001,TA,2594.51,0.0,4
2323400117001,TA,1854.53,0.0,5
2323400120001,TA,5430.16,0.0,8
2323400121001,TA,6587.36,0.0,11
2323400123001,TA,3452.7,0.0,5
2323400124001,TA,1516.5,0.0,3
2323400125001,TA,896.01,0.0,1
2323400128002,TA,2744.14,0.0,4
2323400129001,TA,7695.11,0.0,14
2323400132001,TA,3674.19,0.0,4
2323400133001,TA,2223.97,0.0,3
2323400135001,TA,1016.89,0.0,2
2323400136001,TA,1396.69,0.0,2
2323400137001,TA,1241.77,0.0,2
2323400138001,TA,13661.11,0.0,23
2323400138003,TA,9410.45,0.0,15
2323400139001,TA,1819.12,0.0,2
2323400141001,TA,1843.17,0.0,4
2323400142001,TA,9109.55,0.0,13
2323400143001,TA,6497.77,0.0,12
2323400144001,TA,11240.72,0.0,17
2323400148001,TA,10750.12,0.0,18
2323400149001,TA,3990.33,0.0,7
2323400150001,TA,5434.31,0.0,6
2323400153001,TA,21029.13,0.0,35
2323400154001,TA,2679.79,0.0,4
2323400155001,TA,4049.99,0.0,7
2323400156001,TA,1798.41,0.0,4
2323400159001,TA,5205.15,0.0,8
2323400160001,TA,5212.86,0.0,9
2323400161001,TA,9409.61,0.0,16
2323400162001,TA,4152.75,0.0,7
2323400163001,TA,2594.67,0.0,5
2323400164001,TA,1697.44,0.0,4
2323400165001,TA,1748.35,0.0,1
2323400167001,TA,1413.37,0.0,2
2323400168001,TA,5118.04,0.0,8
2323400170004,TA,4388.88,0.0,7
2323400171001,TA,3667.96,0.0,6
2323400175001,TA,1111.92,0.0,3
2323400177001,TA,1244.88,0.0,2
2323400178001,TA,533.3,0.0,1
2323400179001,TA,752.97,0.0,2
2323400180001,TA,10296.09,0.0,17
2323400181001,TA,7286.43,0.0,11
2323400182001,TA,15642.59,0.0,27
2323400187001,TA,4411.47,0.0,8
2323400188001,TA,11040.88,0.0,20
2323400188002,TA,3541.21,0.0,5
2323400188003,TA,2869.43,0.0,3
2323400190001,TA,4590.37,0.0,7
2323400193001,TA,2265.37,0.0,4
2323400194001,TA,4019.06,0.0,7
2323400195001,TA,3683.09,0.0,4
2323400196001,TA,8071.04,0.0,15
2323400197001,TA,1076.92,0.0,2
2323400198001,TA,1442.36,0.0,2
2323400199001,TA,2367.94,0.0,4
2323400200001,TA,4800.39,0.0,8
2323400201001,TA,3815.14,0.0,6
2323400202001,TA,5737.89,0.0,9
2323400204001,TA,2073.36,0.0,3
2323400205001,TA,991.92,0.0,2
2323400208001,TA,2509.85,0.0,4
2323400209001,TA,522.73,0.0,1
2323400210001,TA,5289.57,0.0,9
2323400211001,TA,3891.68,0.0,6
2323400212001,TA,1966.59,0.0,3
2323400213001,TA,3764.93,0.0,6
2323400214001,TA,1325.23,0.0,2
2323400215001,TA,1286.04,0.0,1
2323400216001,TA,1107.64,0.0,2
2323400217001,TA,1665.93,0.0,2
2323400218001,TA,16574.79,0.0,29
2323400219001,TA,2348.98,0.0,3
2323400220001,TA,766.09,0.0,2
2323400221001,TA,25321.1,0.0,44
2323400222001,TA,135631.93,0.0,216
2323400223004,TA,16695.75,0.0,28
2323400224008,TA,681.21,0.0,2
2323400226001,TA,161691.93,1.9566929340362549,254
2323400226015,TA,1260.86,1.5,2
2323400226016,TA,1380.34,0.0,1
2323400226017,TA,428.85,2.0,1
2323400226018,TA,3465.53,0.4285714328289032,7
2323400228001,TA,6520.4,0.0,9
2323400231001,TA,6445.75,0.0,9
2323400231002,TA,5294.75,0.0,7
2323400232001,TA,20680.99,0.0,33
2323400233001,TA,5181.22,0.0,9
2323400234001,TA,5464.63,0.0,8
2323400235001,TA,7025.66,0.0,10
2323400236001,TA,2914.08,0.0,5
2323400237001,TA,2252.04,0.0,4
2323400238001,TA,7734.07,0.0,13
2323400239001,TA,4835.09,0.0,8
2323400240001,TA,3304.28,0.0,5
2323400241001,TA,2993.52,0.0,5
2323400242001,TA,9692.45,0.0,15
2323400243001,TA,4080.47,0.0,8
2323400244001,TA,2503.19,0.0,4
2323400245001,TA,15171.74,0.0,24
2323400246001,TA,2991.2,0.0,5
2323400247001,TA,3107.12,0.0,6
2323400248001,TA,7925.76,0.0,12
2323400249001,TA,4690.36,0.0,8
2323400250001,TA,17735.66,0.0,30
2323400250003,TA,4604.27,0.0,7
2323400253001,TA,2454.16,0.0,5
