REFSIGPAC,IDUSO25,SUPERFICIE_m2,mean_result,n_cells
2320900623001,TA,7723.2,0.0,13
2320900624001,TA,4840.45,0.0,7
2320900625001,TA,14711.95,0.0,26
2320900627001,TA,2348.13,0.0,5
2320900628001,TA,13372.49,0.0,20
2320900629001,TA,2242.72,0.0,3
2320900630001,TA,3048.85,0.0,5
2320900631001,TA,6835.4,0.0,10
2320900632001,TA,3864.54,0.0,7
2320900633001,TA,2740.97,0.0,3
2320900634001,TA,2575.51,0.0,4
2320900635001,TA,2710.71,0.0,5
2320900636001,TA,2651.63,0.0,4
2320900637001,TA,1061.79,0.0,2
2320900639001,TA,1905.28,0.0,4
2320900640001,TA,1052.0,0.0,1
2320900641001,TA,6682.42,0.0,9
2320900645001,TA,15626.15,0.0,25
2320900646001,TA,8910.51,0.0,15
2320900647001,TA,18267.08,0.0,28
2320900648001,TA,9108.88,0.0,14
2320900649001,TA,8865.65,0.0,15
2320900650001,TA,9085.75,0.0,15
2320900651001,TA,12964.5,0.0,21
2320900652001,TA,1610.54,0.0,2
2320900655001,TA,2068.68,0.0,3
2320900658001,TA,4392.92,0.0,5
2320900662001,TA,4758.13,0.0,8
2320900663001,TA,14109.35,0.0,22
2320900666001,TA,7525.27,0.0,13
2320900668001,TA,1052.29,0.0,2
2320900673001,TA,6879.7,0.0,12
2320900674001,TA,8068.2,0.0,12
2320900675001,TA,1892.74,0.0,3
2320900677001,TA,2289.03,0.0,5
2320900678001,TA,2129.18,0.0,3
2320900681001,TA,758.7,0.0,1
2320900686001,TA,1102.81,0.0,1
2320900689001,TA,1077.47,0.0,2
2320900690001,TA,2799.11,0.0,6
2320900691001,TA,603.59,0.0,1
2320900692001,TA,331.72,0.0,1
2320900693001,TA,2784.32,0.0,4
2320900694001,TA,3870.53,0.0,6
2320900697001,TA,2746.39,0.0,5
2320900704001,TA,595.99,0.0,2
2320900706001,TA,561.16,0.0,1
2320900707001,TA,5318.94,0.0,10
2320900708001,TA,6621.28,0.0,10
2320900709001,TA,26341.74,0.0,41
2320900710001,TA,22610.73,0.0,35
2320900711001,TA,7160.04,0.0,12
2320900712001,TA,25021.13,0.0,39
2320900713001,TA,10483.57,0.0,18
2320900714001,TA,324.62,0.0,1
2320900718001,TA,10207.4,0.0,18
2320900719001,TA,51091.84,0.0,81
2320900720001,TA,2690.61,0.0,4
2320900721001,TA,1268.0,0.0,2
2320900722001,TA,1453.33,0.0,2
2320900732001,TA,16177.07,0.0,23
2320900733001,TA,126.2,0.0,1
2320900734001,TA,1907.94,0.0,2
2320900735001,TA,1532.43,0.0,3
2320900736001,TA,2172.13,0.0,5
2320900737001,TA,3410.64,0.0,5
2320900738001,TA,6639.96,0.0,9
2320900739001,TA,6629.41,0.0,11
2320900740001,TA,1648.4,0.0,2
2321000009001,TA,146648.72,1.2060085535049438,233
2321000010001,TA,45564.28,2.0,76
2321000011001,TA,43064.55,2.0,67
2321000012001,TA,90988.31,2.0,144
2321000013001,TA,177904.9,1.978947401046753,285
2321000017001,TA,131063.73,1.8523809909820557,210
2321000018001,TA,66985.68,1.850467324256897,107
2321000019001,TA,124136.84,1.9949748516082764,199
2321000020001,TA,24695.47,2.0,42
2321000026004,TA,5084.86,0.375,8
2321000026005,TA,5686.47,0.1111111119389534,9
2321000026006,TA,548.65,0.0,1
2321000026012,TA,17650.09,1.6206896305084229,29
2321000026014,TA,746.34,1.0,1
2321000032001,TA,16950.37,1.7307692766189575,26
2321000036001,TA,6408.69,1.9166666269302368,12
2321000036003,TA,16590.34,2.0,28
2321000037001,TA,15144.21,1.7272727489471436,22
2321000037003,TA,770.46,2.0,1
2321000038001,TA,21206.23,2.0,36
2321000040001,TA,55738.51,1.100000023841858,90
2321000040004,TA,2096.23,2.0,2
2321000042001,TA,11701.64,0.8235294222831726,17
2321000042003,TA,3028.06,0.0,5
2321000043001,TA,24494.4,1.5384615659713745,39
2321000044001,TA,40153.43,1.377049207687378,61
2321000044003,TA,6030.87,1.545454502105713,11
2321000044004,TA,71971.88,2.424778699874878,113
2321000046009,TA,65151.47,2.3106796741485596,103
2321000046017,TA,768.73,2.0,2
2321000059001,TA,5217.79,0.0,8
2321000059004,TA,289.54,0.0,1
2321000060001,TA,2281.79,0.0,3
2321000061001,TA,2175.02,0.0,4
2321000062001,TA,8567.29,0.0,14
2321000065001,TA,6456.43,0.0,13
2321000066001,TA,11580.93,0.0,17
2321000071001,TA,66813.56,1.9082568883895874,109
2321000074001,TA,2270.82,0.0,3
2321000078001,TA,319983.49,0.0,513
2321000079003,TA,876.79,0.0,2
2321000080001,TA,25419.89,0.0,40
2321000081001,TA,24265.16,0.0,39
2321000083001,TA,26429.38,0.0,43
2321000084001,TA,23818.55,0.0,38
2321000085001,TA,24454.09,0.0,40
2321000086001,TA,20118.01,0.0,31
2321000087001,TA,23222.79,0.0,38
2321000088001,TA,24814.3,0.0,39
2321000089001,TA,23488.49,0.0,37
2321000090001,TA,23270.91,0.0,38
2321000091001,TA,71275.58,0.0,115
2321000092001,TA,47189.77,0.0,74
2321000094001,TA,77261.95,0.0,126
2321000095001,TA,28679.29,0.0,47
2321000098001,TA,22477.3,1.0526316165924072,38
2321000102001,TA,6366.97,0.0,12
2321000103001,TA,58974.53,0.0,96
2321000103004,TA,1513.74,0.0,3
2321000103005,TA,1053.68,0.0,1
2321000104001,TA,5541.08,0.0,9
2321000105003,TA,187.48,0.0,1
2321000105004,TA,194.56,0.0,1
2321000106001,TA,23785.02,0.0,40
2321000107001,TA,48379.23,0.0,77
2321000111001,TA,32103.7,1.8775510787963867,49
2321000111002,TA,7082.75,1.5384615659713745,13
2321000113001,TA,29769.7,0.5957446694374084,47
2321000116001,TA,31017.61,1.7021276950836182,47
2321000122001,TA,21629.82,1.2894736528396606,38
2321000123001,TA,8186.56,0.2142857164144516,14
2321000124004,TA,4013.65,0.0,6
2321000126001,TA,21050.3,3.151515245437622,33
2321000127001,TA,7403.38,3.2727272510528564,11
2321000131001,TA,6543.78,0.0,9
2321000140001,TA,23639.74,0.0,38
2321000141001,TA,20880.05,0.0,34
2321000143001,TA,28690.8,0.0,45
2321000144001,TA,28089.36,0.0,45
2321000153005,TA,2538.22,0.0,4
2321100001001,TA,525842.76,0.004800000227987766,625
2321100001028,TA,28676.56,2.0,41
2321100001029,TA,181656.66,1.9023568630218506,297
2321100001030,TA,122338.75,1.4696969985961914,198
2321100001032,TA,8172.78,2.0,13
2321100001033,TA,423677.55,1.5535976886749268,681
2321100001063,TA,212.68,1.5,2
2321100002001,TA,649027.01,1.6309421062469482,1157
2321100002005,TA,97227.34,1.7402597665786743,154
2321100002014,TA,6775.36,1.454545497894287,11
2321100002025,TA,416570.82,1.2640693187713623,693
2321100002036,TA,47561.46,0.7702702879905701,74
2321100002151,TA,376.1,0.0,1
2321100002196,TA,215.57,0.0,2
2321100002203,TA,267794.84,0.0,365
2321100002204,TA,759.87,0.0,1
2321100005001,TA,247137.44,0.6717791557312012,326
2321100005003,TA,4252.32,0.0,8
2321100005004,TA,3257.87,0.0,5
2321100005011,TA,230848.68,1.240469217300415,341
2321100005013,TA,67079.46,1.4579439163208008,107
2321100005014,TA,114803.67,1.4247311353683472,186
2321100005028,TA,95926.38,0.886904776096344,168
2321100005050,TA,1771.32,0.0,2
2321100005055,TA,326.86,0.0,1
2321100005056,TA,17622.48,0.5714285969734192,28
2321100010002,TA,5335.25,1.7777777910232544,9
2321100013001,TA,26153.03,2.0,42
2321100013004,TA,2587.47,2.0,5
2321200001001,TA,2741.5,0.5,4
2321200006001,TA,1040.97,0.0,2
2321200007001,TA,1767.44,0.0,2
2321200008001,TA,1438.39,0.0,2
2321200009001,TA,2108.72,0.0,3
2321200012001,TA,4656.47,0.3333333432674408,6
2321200012002,TA,176.7,0.0,1
2321200014001,TA,8595.96,0.0,13
2321200015001,TA,2245.05,0.0,3
2321200016001,TA,2418.7,0.0,4
2321200017001,TA,2894.56,0.0,3
2321200018001,TA,3177.47,0.0,7
2321200019001,TA,2441.21,0.0,4
2321200020001,TA,9197.37,0.0,14
2321200021001,TA,4620.24,0.0,8
2321200022001,TA,5956.89,0.0,9
2321200023001,TA,742.27,0.0,1
2321200024001,TA,29764.97,0.0,50
2321200025001,TA,63532.83,0.0,102
2321200026001,TA,5662.23,0.0,9
2321200027001,TA,8223.02,0.0,13
2321200028001,TA,2205.88,0.0,3
2321200100001,TA,2973.27,0.0,6
2321200103001,TA,1597.31,0.6666666865348816,3
2321200104001,TA,2193.79,0.0,4
2321200105001,TA,4103.38,0.0,7
2321200106001,TA,7000.21,1.8333333730697632,12
2321200111001,TA,4754.7,2.0,8
2321200114001,TA,1958.11,2.0,3
2321200115001,TA,4196.71,2.0,6
2321200117001,TA,9106.69,2.0,15
2321200118001,TA,9173.41,2.0,13
2321200119001,TA,13992.13,2.0,21
2321200120001,TA,11582.71,2.0,19
2321200121001,TA,39593.91,2.0,61
2321200123001,TA,16264.67,2.0,26
2321200124001,TA,7222.22,2.0,10
2321200125001,TA,2410.74,2.0,5
2321200127001,TA,5062.17,2.0,9
2321200128001,TA,5082.55,2.0,8
2321200131001,TA,8260.38,2.0,12
2321200134001,TA,4014.32,0.0,7
2321200136001,TA,2473.36,0.0,4
2321200137001,TA,2415.57,0.0,5
2321200138001,TA,2790.0,0.0,4
2321200140001,TA,3491.57,0.0,6
2321200144001,TA,6725.28,0.8888888955116272,9
2321200145001,TA,17019.05,2.0,26
2321200147001,TA,11314.93,1.8888888359069824,18
2321200148001,TA,7681.22,0.0,11
2321200150001,TA,17767.72,0.0,28
2321200151001,TA,4568.46,0.0,5
2321200152001,TA,24970.98,0.0,41
2321200153001,TA,21664.82,0.0,35
2321200154001,TA,13242.79,0.0,21
2321200155001,TA,26756.2,0.0,43
2321200156001,TA,22184.92,0.0,35
2321200157001,TA,8564.98,0.0,14
2321200158001,TA,2840.82,0.0,5
2321200159001,TA,8400.24,0.0,15
2321200160001,TA,3182.12,0.0,6
2321200161001,TA,1558.63,0.0,2
2321200162001,TA,4675.21,0.0,8
2321200163001,TA,8355.58,0.0,15
2321200165001,TA,6152.7,0.0,9
2321200166001,TA,7672.97,0.0,11
2321200177001,TA,3200.85,0.0,5
2321200178001,TA,2547.18,0.0,3
2321200187001,TA,9043.33,0.0,15
2321200188001,TA,10279.17,0.0,16
2321200189001,TA,121292.92,0.0,196
2321200191001,TA,8625.3,0.0,13
2321200192001,TA,9131.01,0.0,11
2321200194001,TA,3124.39,0.0,2
2321200195002,TA,1096.4,0.0,1
2321200196001,TA,16748.64,0.0,14
2321200199001,TA,5973.65,0.0,9
2321200200001,TA,6474.54,0.0,9
2321200201001,TA,5455.93,0.0,2
2321200202001,TA,15418.11,0.0,25
2321200206001,TA,26284.5,0.0,42
2321200207001,TA,4237.57,0.0,7
2321200208001,TA,3365.03,0.0,5
2321200210001,TA,10005.73,0.3333333432674408,12
2321200211001,TA,998.73,1.3333333730697632,3
2321200212001,TA,3536.81,0.0,5
2321200213001,TA,3480.55,0.0,6
2321200214001,TA,6103.74,0.0,9
2321200216001,TA,8044.61,0.0,15
2321200217001,TA,21342.96,0.0,31
2321200218001,TA,9485.12,0.0,20
2321200218002,TA,1891.91,0.0,3
2321200220001,TA,9891.88,0.0,16
2321200221001,TA,1389.08,0.0,2
2321200222001,TA,1091.78,0.0,2
2321200223002,TA,803.07,0.0,2
2321200225001,TA,7733.92,0.0,12
2321200226001,TA,898.18,0.0,2
2321200227001,TA,19609.77,0.0,32
2321200229001,TA,12599.47,0.0,20
2321200231001,TA,13755.76,0.0,24
2321200232001,TA,5291.77,0.0,5
2321200234001,TA,6538.28,0.0,11
2321200235001,TA,12778.11,0.0,24
2321200237001,TA,3687.9,0.0,7
2321200238002,TA,41567.55,0.0,70
2321200244001,TA,7212.29,0.0,8
2321200245001,TA,1084.48,0.0,2
2321200247001,TA,4515.03,0.0,8
2321200248001,TA,10621.69,0.0,16
2321200249001,TA,18737.61,0.0,31
2321200250001,TA,32864.27,0.0,52
2321200251001,TA,52489.3,0.0,83
2321200254001,TA,12161.23,0.0,19
2321200259001,TA,7186.78,1.0,12
2321200263001,TA,3638.03,0.20000000298023224,5
2321200264001,TA,6535.28,0.0,11
2321200265001,TA,8759.44,0.0,15
2321200266001,TA,9375.99,0.0,14
2321200267001,TA,14412.95,0.0,25
2321200268001,TA,10019.44,0.0,13
2321200269001,TA,5228.22,0.0,7
2321200271003,TA,1966.68,0.0,3
2321200272001,TA,6289.33,0.0,9
2321200273001,TA,4250.95,0.0,7
2321200276001,TA,3517.99,0.6666666865348816,6
2321200277001,TA,2326.24,3.3333332538604736,3
2321200278001,TA,3845.68,2.0,6
2321200279001,TA,3625.74,1.600000023841858,5
2321200281001,TA,4182.15,2.0,7
2321200282002,TA,8431.15,1.7333333492279053,15
2321200283001,TA,2760.87,0.0,2
2321200284001,TA,690.26,0.0,2
2321200286001,TA,2860.78,0.3333333432674408,6
2321200288001,TA,4664.6,2.0,8
2321200289001,TA,3052.81,2.0,4
2321200290001,TA,2011.57,2.0,3
2321200291001,TA,4679.67,2.0,9
2321200294001,TA,756.69,4.0,1
2321200295001,TA,623.46,4.0,1
2321200297001,TA,12751.04,3.9000000953674316,20
2321200298001,PS,17510.42,1.1333333253860474,30
2321200299001,TA,2122.09,0.0,4
2321200299003,TA,1505.75,0.0,3
2321200300001,TA,2296.73,2.5,4
2321200302001,TA,6879.53,0.0,10
2321200303001,TA,10877.43,1.3684210777282715,19
2321200304001,TA,10668.84,1.8823529481887817,17
2321200308001,TA,8335.01,0.1428571492433548,14
2321200309001,TA,1286.85,0.0,2
2321200310001,TA,4615.48,0.0,7
2321200311001,TA,11538.5,0.8888888955116272,18
2321200312001,TA,1825.24,2.0,3
2321200314001,TA,8704.79,2.0,13
2321200315001,TA,2608.96,2.0,4
2321200317001,TA,7478.94,0.6666666865348816,12
2321200318001,TA,1810.47,0.6666666865348816,3
2321200319001,TA,4833.52,1.1428571939468384,7
2321200321001,TA,4067.59,2.0,7
2321200322001,TA,5945.53,2.0,9
2321200323001,TA,1627.94,2.0,2
2321200324001,TA,8237.4,2.0,14
2321200326001,TA,1465.74,0.0,3
2321200328001,TA,956.02,1.0,2
2321200331001,TA,2049.48,0.0,3
2321200332001,TA,1901.44,0.0,2
2321200333001,TA,916.0,0.0,2
2321200334001,TA,1830.11,0.0,3
2321200335001,TA,10036.66,0.375,16
2321200335002,TA,3374.01,2.0,7
2321200335008,TA,1512.44,1.0,2
2321200336001,TA,5346.06,1.2222222089767456,9
2321200337001,TA,8297.12,1.8461538553237915,13
2321200338001,TA,5239.03,1.8571428060531616,7
2321200342001,TA,13225.46,1.9047619104385376,21
2321200343001,TA,1740.47,1.0,2
2321200344001,TA,6805.28,0.0,12
2321200346001,TA,1896.22,0.0,3
2321200349001,TA,3812.22,1.1428571939468384,7
2321200350001,TA,3752.96,1.0,6
2321200351001,TA,5935.13,0.6000000238418579,10
2321200352001,TA,1513.83,0.0,3
2321200354001,TA,1920.7,0.0,3
2321200355001,TA,6318.57,0.0,9
2321200356002,TA,4558.23,1.25,8
2321200357001,TA,5795.96,1.5555555820465088,9
2321200358001,TA,6218.32,1.7777777910232544,9
2321200359001,TA,14032.55,1.91304349899292,23
2321200360001,TA,2684.12,2.0,4
2321200361001,TA,12792.94,2.0,20
2321200362001,TA,10719.18,2.0,17
2321200363001,TA,21047.61,2.0,35
2321200364001,TA,20208.41,2.0,31
2321200365001,TA,2721.91,2.0,4
2321200366001,TA,8090.78,2.0,13
2321200367001,TA,8645.74,2.0,17
2321200368001,TA,6668.08,2.0,9
2321200369001,TA,4129.64,2.0,9
2321200370001,TA,5710.41,2.0,8
2321200371001,TA,4959.03,2.0,8
2321200372001,TA,10049.6,2.0,16
2321200373001,TA,4997.24,1.7777777910232544,9
2321200374001,TA,6840.39,2.0,11
2321200375001,TA,8526.92,2.0,12
2321200376001,TA,3309.77,2.0,6
2321200377001,TA,6105.47,2.0,9
2321200378001,TA,19915.64,0.7878788113594055,33
2321200379001,TA,6054.87,1.399999976158142,10
2321200380001,TA,5615.52,2.0,8
2321200381001,TA,1711.66,2.0,3
2321200382001,TA,785.37,2.0,1
2321200383001,TA,911.19,2.0,2
2321200384001,TA,6618.36,2.0,13
2321200385001,TA,9111.08,2.0,13
2321200386001,TA,5982.24,2.0,11
2321200387001,TA,14425.65,2.0,22
2321200390001,TA,1416.81,2.0,2
2321200391001,TA,912.53,2.0,1
2321200393001,TA,2663.1,2.0,4
2321200394001,TA,25598.86,1.899999976158142,40
2321200395001,TA,4412.38,2.0,7
2321200396001,TA,4078.52,2.0,7
2321200397001,TA,20465.42,1.9444444179534912,36
2321200398001,TA,10428.4,0.4444444477558136,18
2321200399001,TA,5139.78,1.5555555820465088,9
2321200401001,TA,8440.21,0.7692307829856873,13
2321200402001,TA,6047.48,0.0,11
2321200403001,TA,3141.95,0.0,6
2321200404001,TA,32950.18,0.7307692170143127,52
2321200405001,TA,2685.41,0.5,4
2321200406001,TA,5031.36,0.8571428656578064,7
2321200407001,TA,6570.24,0.1818181872367859,11
2321200409001,TA,2324.49,1.0,6
2321200410001,TA,3007.13,0.800000011920929,5
2321200412001,TA,5274.35,0.25,8
2321200413001,TA,3845.99,0.5714285969734192,7
2321200414001,TA,5573.76,0.0,10
2321200415001,TA,9195.08,0.800000011920929,15
2321200416001,TA,2709.77,2.0,5
2321200417001,TA,4253.62,2.0,7
2321200418001,TA,8435.74,0.9230769276618958,13
2321200419001,TA,9013.11,0.0,13
2321200420001,TA,5780.49,1.600000023841858,10
2321200422001,TA,1236.21,2.0,2
2321200423001,TA,4501.2,1.1428571939468384,7
2321200424001,TA,1925.75,0.0,5
2321200428001,TA,4647.09,0.0,7
2321200429001,TA,3974.26,0.0,6
2321200432001,TA,19735.66,1.6875,32
2321200433001,TA,14212.89,1.91304349899292,23
2321200434001,TA,6010.87,1.0,10
2321200435001,TA,3286.58,2.0,6
2321200437001,TA,4759.98,0.8571428656578064,7
2321200438001,PS,4053.99,0.25,8
2321200439001,TA,4823.61,0.0,7
2321200440001,TA,8505.63,1.8666666746139526,15
2321200442001,TA,3852.71,2.0,7
2321200443001,TA,8863.48,2.0,7
2321200446001,TA,5102.07,2.0,4
2321200450001,TA,2645.76,2.0,4
2321200456001,TA,914.85,0.0,1
2321200457001,TA,3223.07,0.0,5
2321200459001,TA,2284.58,2.0,4
2321200460001,TA,2140.65,2.0,4
2321200461001,TA,7577.39,0.0,8
2321200462001,TA,7503.63,0.0,12
2321200463001,TA,6887.99,0.0,10
2321200464001,TA,7428.37,0.0,12
2321200468001,TA,7527.38,0.1538461595773697,13
2321200469001,TA,8464.17,0.0,13
2321200605001,TA,22548.35,0.0,33
2321200607001,TA,16962.66,0.0,26
2321200608001,TA,17098.01,0.0,26
2321200609001,TA,5170.77,0.0,9
2321200611001,TA,4885.02,0.0,9
2321200612001,TA,14686.39,1.25,24
2321200613001,TA,11837.52,3.78947377204895,19
2321200614001,TA,11676.4,3.799999952316284,20
2321200615001,TA,5403.28,1.3333333730697632,9
2321200616001,TA,14789.9,0.38461539149284363,26
2321200617001,TA,5533.99,0.5,8
2321200624001,TA,7789.02,0.0,13
2321200625001,TA,6568.47,0.5,12
2321200627001,TA,8114.6,0.1666666716337204,12
2321200636001,TA,11112.1,0.0,21
2321200637001,TA,24488.28,0.21052631735801697,38
2321200638001,TA,3987.25,0.0,7
2321200639001,TA,2748.78,1.3333333730697632,3
2321200645001,TA,18529.88,2.0,31
2321200646001,TA,34992.63,0.0,56
2321200647001,TA,11227.0,0.30000001192092896,20
2321300003001,TA,612170.64,1.336862325668335,1039
2321300003006,TA,1143.78,1.5,2
2321300003031,TA,5653.47,1.625,8
2321300005001,TA,60473.41,0.7640449404716492,89
2321300005002,TA,15259.58,1.04347825050354,23
2321300005003,TA,1389.32,0.5,2
2321300005005,TA,6834.22,0.30000001192092896,10
2321300005008,TA,30041.87,0.7083333134651184,48
2321300005010,TA,19104.16,0.1666666716337204,30
2321300005011,TA,2866.82,0.0,5
2321300005014,TA,362.48,1.0,1
2321300005017,TA,1435.64,0.0,1
2321300006001,TA,520555.39,1.3450292348861694,855
2321300006003,TA,489.38,0.0,1
2321300006004,TA,245.2,1.0,1
2321300006005,TA,861.63,0.0,2
2321300006006,TA,11044.53,0.5882353186607361,17
2321300006008,TA,681.93,0.0,1
2321300006009,TA,7358.56,1.2727272510528564,11
2321300006015,TA,14384.33,1.6818181276321411,22
2321300006028,TA,3789.12,2.0,5
2321300006044,TA,29223.04,1.75,44
2321300006060,TA,7144.46,0.9166666865348816,12
2321300006063,TA,280.68,0.0,1
2321300007001,TA,638924.38,1.0970613956451416,1123
2321300007012,TA,2047.66,0.5,4
2321300007013,TA,2181.43,0.0,2
2321300007015,TA,47227.04,1.3037974834442139,79
2321300007025,TA,11096.0,0.0,18
2321300007026,TA,3746.52,0.8571428656578064,7
2321300007027,TA,6512.46,0.25,12
2321300007029,TA,393.45,0.0,1
2321300007030,TA,69578.95,0.17241379618644714,116
2321300007031,TA,2825.0,0.25,4
2321300007032,TA,6634.29,0.10000000149011612,20
2321300007041,TA,38970.78,0.3442623019218445,61
2321300007059,TA,5546.59,0.0,9
2321300008001,TA,40240.75,0.9193548560142517,62
2321300008007,TA,89589.06,0.8299319744110107,147
2321300009001,TA,135290.42,1.018264889717102,219
2321300009002,TA,6316.53,0.0,9
2321300009009,TA,1662.39,0.0,4
2321300010002,TA,455.23,0.0,1
2321300011001,TA,58810.08,1.4615384340286255,91
2321300011003,TA,60446.2,0.7850467562675476,107
2321300012001,TA,63387.22,0.5041322112083435,121
2321300013001,TA,2203.79,1.3333333730697632,3
2321300014001,TA,125353.55,1.1470588445663452,204
2321300014016,TA,7300.79,1.1428571939468384,14
2321300015001,TA,4142.85,0.6666666865348816,6
2321300016001,TA,2817.2,1.6666666269302368,3
2321300017001,TA,586.34,0.0,1
2321300018001,TA,105854.95,1.699422001838684,173
2321300018003,TA,2244.0,0.75,4
2321300018006,TA,1079.32,2.0,2
2321300019003,TA,773.42,1.0,1
2321300019005,TA,992.86,1.0,3
2321300020003,TA,642.95,0.0,2
2321300021001,TA,12555.67,1.7777777910232544,18
2321300021004,TA,418.4,2.0,1
2321300022001,TA,7207.58,1.600000023841858,10
2321300023001,TA,81919.29,1.0263158082962036,152
2321300023009,TA,1857.78,0.6666666865348816,3
2321300024001,TA,451364.28,1.3229730129241943,740
2321300025001,TA,124814.01,1.8522167205810547,203
2321300026001,TA,187270.11,1.7676767110824585,297
2321300032001,TA,455902.29,1.625,728
2321300032005,TA,107558.65,1.6184971332550049,173
2321300032009,TA,84180.14,0.9861111044883728,144
2321300033002,TA,4050.16,1.125,8
2321300033003,TA,1255.03,2.0,3
2321300033004,TA,2524.63,1.6666666269302368,3
2321300036001,TA,62203.52,1.8775510787963867,98
2321300037001,TA,95361.6,1.843137264251709,153
2321300038001,TA,113260.68,1.3227512836456299,189
2321300039001,TA,672523.04,1.7352941036224365,1088
2321300039017,TA,25908.26,2.0,42
2321300039019,TA,683.08,0.0,2
2321300039020,TA,297661.72,1.4168336391448975,499
2321300039031,TA,1039.15,2.0,3
2321300039035,TA,1073.78,1.5,2
2321300040001,TA,8529.75,0.7692307829856873,13
2321300040002,TA,4956.07,0.875,8
2321300041001,TA,99202.14,1.847133755683899,157
2321300048001,TA,447018.02,1.609418272972107,722
2321300048005,TA,878578.97,1.716417908668518,1407
2321300048011,TA,20110.68,0.8571428656578064,35
2321300048013,TA,45734.45,1.753246784210205,77
2321300048021,TA,3875.36,1.5,6
2321300048028,TA,71133.89,1.5701754093170166,114
2321300048038,TA,620.59,1.0,1
2321300049001,TA,286988.95,1.378947377204895,475
2321300057001,TA,503653.77,2.0,806
2321300058001,TA,99431.79,2.0,165
2321300060001,TA,102377.32,2.0,164
2321300067001,TA,100001.41,1.8385093212127686,161
2321300068001,TA,100026.84,1.899999976158142,160
2321300069001,TA,196827.93,1.907936453819275,315
2321300080001,TA,33538.26,2.0,53
2321300081001,TA,33536.94,2.0,55
2321300082001,TA,33538.14,2.0,53
2321400006004,TA,1132.6,2.0,3
2321400008001,TA,59138.7,1.97826087474823,92
2321400009001,TA,55276.11,1.8068181276321411,88
2321400011001,TA,65077.25,1.6299999952316284,100
2321400011002,TA,1313.0,0.6666666865348816,3
2321400011005,TA,2891.12,1.25,4
2321400013001,TA,165934.58,1.85496187210083,262
2321400015001,TA,44650.56,1.8235293626785278,68
2321400017001,TA,42972.61,1.91304349899292,69
2321400018001,TA,199619.85,1.3372093439102173,344
2321400018007,TA,22029.34,1.6749999523162842,40
2321400018011,TA,1658.82,1.75,4
2321400020001,TA,17583.87,2.0,30
2321400025001,TA,154367.11,1.5524193048477173,248
2321400026001,TA,342380.5,1.2973421812057495,602
2321400027001,TA,106873.09,1.8771929740905762,171
2321400028001,TA,50917.34,1.9629629850387573,81
2321400029001,TA,51000.1,1.8674699068069458,83
2321400033001,TA,19230.94,0.5483871102333069,31
2321400034001,TA,52798.38,1.481927752494812,83
2321400034003,TA,939.49,0.5,2
2321400035001,TA,1432.56,2.0,2
2321400036001,TA,65430.44,1.876190423965454,105
2321400037001,TA,57008.29,1.7173912525177002,92
2321400038001,TA,61820.41,1.7938144207000732,97
2321400039001,TA,76732.46,1.5440000295639038,125
2321400040001,TA,157623.74,1.9203187227249146,251
2321400040003,TA,6950.22,1.100000023841858,10
2321400040005,TA,4200.76,0.7142857313156128,7
2321400040008,TA,723.57,0.0,1
2321400041001,TA,137236.62,1.9086757898330688,219
2321400041003,TA,9730.5,1.375,16
2321400041005,TA,13280.5,1.6190476417541504,21
2321400042001,TA,39333.65,1.9206348657608032,63
2321400042003,TA,650.41,0.0,1
2321400042005,TA,671.77,2.0,1
2321400042006,TA,1340.38,2.0,2
2321400042008,TA,2953.36,1.0,4
2321400042009,TA,626.93,1.0,1
2321400043001,TA,104303.56,1.909638524055481,166
2321400043005,TA,6369.45,1.600000023841858,10
2321400043009,TA,2116.27,1.25,4
2321400043010,TA,309.78,2.0,1
2321400044001,TA,50408.22,1.8641974925994873,81
2321400045001,TA,54052.82,1.7586207389831543,87
2321400046001,TA,56666.06,1.827957034111023,93
2321400047001,TA,58416.33,1.9456521272659302,92
2321400048001,TA,40093.57,1.75,64
2321400049001,TA,49935.23,0.7594936490058899,79
2321400051001,TA,57225.42,1.18478262424469,92
2321400053001,TA,44765.56,1.0945945978164673,74
2321400053002,TA,18803.37,1.2666666507720947,30
2321400056002,TA,906.54,1.0,1
2321400056003,TA,730.26,1.0,1
2321400057002,TA,878.26,1.0,1
2321400058001,TA,128276.31,1.9805824756622314,206
2321400058003,TA,26138.8,1.2790697813034058,43
2321400058005,TA,5416.71,0.5,8
2321400058007,TA,3410.56,0.5,6
2321400059001,TA,128344.1,1.9754902124404907,204
2321400059003,TA,44914.91,1.0243902206420898,82
2321400084001,TA,69614.67,1.4035087823867798,114
2321400084008,TA,127.25,2.0,1
2321400087001,TA,43114.17,1.7647058963775635,68
2321400087004,TA,174.85,0.0,1
2321400089001,TA,277091.65,1.81614351272583,446
2321400089003,TA,22727.45,0.9722222089767456,36
2321400089005,TA,2575.44,0.0,4
2321400089006,TA,35747.22,0.7627118825912476,59
2321400089007,TA,54425.9,1.0561797618865967,89
2321400090001,TA,228862.57,1.9891891479492188,370
2321400090004,TA,153.14,2.0,1
2321400095001,TA,1965.97,0.0,3
2321400095003,TA,1832.31,0.0,3
2321400099001,TA,35353.55,1.8545454740524292,55
2321400100001,TA,52485.79,0.8275862336158752,87
2321400100003,TA,9582.34,1.375,16
2321400101001,TA,46776.72,1.8648648262023926,74
2321400102001,TA,75045.4,1.4297521114349365,121
2321400102007,TA,2259.21,1.3333333730697632,3
